"Sexo","Edades","Largos","Pesos","HCraneo"
2,34.5,93.75,14.52,48.46
2,34.5,95.76,13.76,46.16
2,34.5,93.15,16.93,47.88
2,34.5,93.08,16.47,48.75
2,34.5,86.62,11.36,49.05
2,34.5,98.2,11.23,48.25
2,34.5,98.02,13.7,49.94
2,34.5,88.81,14.9,49.05
2,34.5,96.25,12.88,49.78
2,34.5,96.72,11.87,51.53
2,34.5,99.07,11.57,45.69
2,34.5,92.97,16.46,49.03
2,34.5,96.04,14.32,48.7
2,34.5,93.88,15.71,52.87
2,34.5,97.67,13.48,45.22
2,34.5,89.69,10.3,51.22
2,34.5,96.85,15.07,49.5
2,34.5,95.14,13.45,50.36
2,34.5,92.14,14.65,48.89
2,34.5,94.64,14.18,48.62
2,34.5,90.2,15.29,49.4
2,34.5,97.75,15.33,51.78
2,34.5,90.64,13.42,49.71
2,34.5,93.43,13.05,47.34
2,34.5,90.77,13.17,48.02
2,34.5,98.16,10.82,50.48
2,34.5,87.52,14.33,49.26
2,34.5,95.32,12.99,51.15
2,34.5,96.54,13.88,49
2,34.5,90.95,10.64,46.96
2,34.5,92.88,13.89,49.02
2,34.5,92.23,15.76,48.69
2,34.5,95.32,14.88,49.1
2,34.5,98.33,13.73,49.93
2,34.5,96.91,14.34,49.86
2,35,95.64,13.75,48.65
2,35,99.34,13.88,49.76
2,35,94.44,14.66,47.8
2,35,86.68,12.44,49.25
2,35,93.17,11.9,46.35
2,35,100.36,16.52,48.02
2,35,94.89,12.8,48.2
2,35,102.06,14.15,50
2,35,95.91,14.34,46.48
2,35,100.94,13.79,50.32
2,35,91.3,19.99,50.25
2,35,92.21,15.21,49.08
2,35,95.57,18.25,49.98
2,35,99.97,11.03,51.64
2,35,92.74,11.66,47.2
2,35,86.13,14.56,47.86
2,35,90.24,12.92,45.78
2,35,94.37,12.45,49.78
2,35,93.71,14.41,47.81
2,35,91.8,12.89,49.07
2,35,96.67,15.09,46.43
2,35,88.84,16.54,49.62
2,35,94.34,13.14,48.91
2,35,93.32,13.36,46.27
2,35,93.62,13.47,48.69
2,35,92.28,12.84,46.98
2,35,96.08,10.96,50.23
2,35,87.22,14,46.85
2,35,93.85,14.33,48.35
2,35,100.79,13.36,51.47
2,35,95.34,12.75,48.1
2,35,88.99,14.67,46.75
2,35,99.8,14,49.36
2,35,94.31,13.58,50.75
2,35,94.8,13.82,47.46
2,35,101.15,13.24,47.42
2,35,96.17,13.58,50.29
2,35,91.14,12.65,49.85
2,35,93.21,13.24,50.27
2,35,91.54,15.18,47.53
2,35,95.63,16.9,49.36
2,35,92.88,13.13,45.37
2,35,94.72,12.36,49.77
2,35,94.92,14.51,47.8
2,35,91.93,17.02,50.31
2,35,87.8,17.16,50.62
2,35,87.85,12.22,47.49
2,35,88.39,11.11,50.03
2,35,87.58,14.83,47.3
2,35,96.4,17.41,49.57
2,35,86.57,11.72,48.02
2,35,96.71,13.06,47.99
2,35,95.58,11.69,47.04
2,35,91.01,11.57,49.16
2,35,99.08,14.66,47.23
2,35,100.66,14.74,52.89
2,35,96.43,10.33,52.1
2,35,90.68,15.84,48.93
2,35,90.63,12.96,47.67
2,35,94.75,19.32,50.4
2,35,92.49,11.09,45.73
2,35,88.07,14.03,46.73
2,35,89.86,12.44,50.44
2,35,91.14,12.76,50.84
2,35,98.38,11.68,48.37
2,35,93.28,12.92,48.97
2,35,92.11,12.04,48.48
2,35,91.99,13.04,46.62
2,35,96.87,15.83,47.03
2,35,96.54,10.25,47.23
2,35,92.3,14.37,48.21
2,35,91.33,13.25,49.39
2,35,84.72,15.39,50.14
2,35,90.42,12.51,48.23
2,35,85.91,16.07,50.24
2,35,90.2,10.66,47.65
2,35,92.88,15.37,49.35
2,35,104.94,15.57,45.88
2,35,90.81,14.66,46.49
2,35,98.18,18.62,49.15
2,35,90.82,14.91,46.94
2,35,97.48,11.28,44.36
2,35,95.95,14.61,48.39
2,35,100.62,15.17,49.41
2,35,90.81,13.7,49.91
2,35,90.97,16.21,48.48
2,35,93.05,15.44,49.13
2,35,95.63,12.16,50.76
2,35,98.02,14.05,46.92
2,35,94.6,13.73,49.05
2,35,94.43,11.58,46.96
2,35,93.41,11.56,48.98
2,35,96.31,14.07,47.87
2,35,92.78,12.27,50.54
2,35,93.06,13.5,50.88
2,35,91.75,12.65,47.69
2,35,96.94,13.18,49.6
2,35,90.25,14.55,48.32
2,35,98.53,18.3,49.18
2,35,95.18,10.2,47.59
2,35,86.01,13.02,49.44
2,35,85.32,14.83,49.76
2,35,98.77,13.69,46.02
2,35,97.31,11.21,49.54
2,35,97.05,14.9,46.77
2,35,94.51,10.4,50.14
2,35,98.37,13.61,46.57
2,35,90.49,16.65,46.09
2,35,93.97,16.8,47.57
2,35,98.9,15.83,47.74
2,35,85.89,14.03,47.76
2,35,90.69,15.44,48.33
2,35,94.41,16.77,47.85
2,35,98.03,11.67,48.87
2,35,96.06,11.46,48.08
2,35,94.81,14.78,49.08
2,35,91.8,11.67,48.62
2,35,99.87,17.46,47.52
2,35,98.4,11.44,50.46
2,35,97.9,13.47,49.08
2,35,93.32,12.09,48.99
2,35,93.48,14.29,49.26
2,35,91.78,10.54,48.4
2,35,95.79,14.76,46.51
2,35,96.21,13.97,48.52
2,35,98.81,13.84,48.35
2,35,99.65,12.6,48.04
2,35,87.52,17.13,45.5
2,35,91.17,13.91,48.56
2,35,91.19,15.32,47.12
2,35,96.85,12.39,50.52
2,35,88.79,13.26,48.02
2,35,92.75,13.77,48.24
2,35,86.91,13.12,48.1
2,35,90.99,13.94,47.87
2,35,96.66,10.98,50.47
2,35,96.53,11.84,50.43
2,35,97.53,12.06,50.14
2,35,91.89,17.18,49.24
2,35,104.9,13.06,47.75
2,35,98.12,15.39,44.58
2,35,94.85,13.74,47.96
2,35,102.82,12.03,46.75
2,35,86.24,14.32,46.64
2,35,87.74,13.47,49.99
2,35,94.08,12.54,48.88
2,35,93.79,13.21,45.83
2,35,98.74,12.91,49.98
2,35,96.95,16.85,50.3
2,35,95.83,13,49.13
2,35,89.61,13.75,49.82
2,35,94.74,14.55,47.53
2,35,89.73,13.15,46.82
2,35,101.36,17.36,47.38
2,35,96.81,17.35,48.69
2,35,90.84,11.7,47.94
2,35,91.44,12.72,52.45
2,35,97.93,15.1,48.25
2,35,101.25,13.16,47.57
2,35,92.86,16.66,49.76
2,35,90.53,15.66,50.89
2,35,99.16,13.39,47.31
2,35,93.96,12.82,50.11
2,35,95.41,12.84,48.61
2,35,94.6,13.58,47.39
2,35,89.29,19.43,50.33
2,35,88.92,15.05,49.29
2,35,99.72,14.72,49.57
2,35,91.32,12.43,48.09
2,35,101.4,12.24,47.14
2,35,96.1,12.94,46.82
2,35,97.52,12.66,49.42
2,35,88.94,11.24,49
2,35,101.3,14.84,47.12
2,35,98.42,15.73,47.32
2,35,93.94,10.93,48.61
2,35,93.43,12.69,48.7
2,35,90.26,12.33,45.14
2,35,98.78,17.61,50.44
2,35,97.39,13.1,45.41
2,35,97.62,14.71,48.35
2,35,104.34,15.06,49.7
2,35,91.12,11.13,49.06
2,35,94.6,16.07,47.58
2,35,90.66,10.65,47.67
2,35,98.92,13.56,48.12
2,35,92.1,13.12,48.65
2,35,93.08,13.17,48.44
2,35,91.63,12.99,50.76
2,35,92.57,18.01,49.4
2,35,96.36,15.36,50.13
2,35,91.06,15.6,49.91
2,35,92.87,11.54,50.15
2,35,86.97,15.44,49.89
2,35,97.31,15.01,47.31
2,35,88.58,16.99,46.34
2,35,86.54,14.17,46.68
2,35,88.97,15.31,49.93
2,35,96.36,13.62,50.81
2,35,92.41,12.48,50.01
2,35,99.24,16.31,50
2,35,100.74,13.02,49.05
2,35,90.32,13.49,50.76
2,35,93.46,16,47.67
2,35,92.36,16.04,48.56
2,35,92.82,12.76,46.7
2,35,94.11,13.22,47.89
2,35,93.06,15.8,46.66
2,35,90.51,16.52,48.42
2,35,91.16,9.82,46.43
2,35,89.16,9.97,51.63
2,35,94.69,12.96,50.83
2,35,97.45,13.98,48.21
2,35,92.69,12.35,48.3
2,35,100.03,12.14,48.91
2,35,90.41,14.2,47.46
2,35,89.95,12.94,46.12
2,35,89.35,14.43,47.6
2,35,90.14,16.33,49.61
2,35,98.97,15.13,50.17
2,35,90.8,14.41,49.52
2,35,87.23,10.64,46.88
2,35,93.45,13.14,46.66
2,35,94.32,17.1,50.27
2,35,98.13,17.48,47.57
2,35,95.85,17.34,48.94
2,35,93.91,12.93,47.96
2,35,93.25,15.78,46.63
2,35,91.75,14.64,47.72
2,35,99.17,13.31,50.13
2,35,88.43,13.27,49.38
2,35,90.83,14.56,47.32
2,35,97.83,12.52,45.56
2,35,92.07,11.67,50.05
2,35,94.85,11.61,49.17
2,35,97.21,13.1,47.58
2,35,93.29,12.92,46.22
2,35,107.07,14.07,49.1
2,35,96.22,15.17,48.62
2,35,90.51,14.59,47.16
2,35,96.45,15.66,47.85
2,35,92.26,14.24,47.44
2,35,95.85,10.96,47.42
2,35,98.83,13.85,47.76
2,35,100.74,15.8,50.76
2,35,98.64,13.12,47.53
2,35,95.18,13.42,52.17
2,35,91.56,13.66,50.58
2,35,93.56,13.41,48.03
2,35,88.5,14.36,51.11
2,35,95.62,13.65,48.37
2,35,91.73,12.69,46.01
2,35,97.23,13.36,50.17
2,35,90.76,11.06,50.35
2,35,92.63,15.59,48.06
2,35,88.21,11.97,47.28
2,35,93.77,17.89,49.19
2,35,102.43,16.25,48.39
2,35,83.32,13.42,48.36
2,35,90.6,17.17,48.06
2,35,94.4,13,46.37
2,35,95.63,13.62,48.74
2,35,97.74,11.43,51.02
2,35,98.53,10.61,48.28
2,35,102.38,12.39,47.5
2,35,97.38,11.27,46.41
2,35,100.8,12.18,48.11
2,35,91.49,13.55,49.78
2,35,99.53,16.01,48.68
2,35,88.58,9.56,50.66
2,35,91.07,14.63,49.67
2,35,95.57,12.46,48.64
2,35,100.79,13.11,48.21
2,35,99.28,15.09,47.03
2,35,91.12,11.85,48.94
2,35,103.38,12.26,48.29
2,35,87.68,14.73,48.45
2,35,87.74,12.59,47.97
2,35,97.87,14.4,48.3
2,35,89.54,14.38,50.26
2,35,91.17,11.6,48.92
2,35,94.53,14.36,48.99
2,35,98.6,10.14,49.83
2,35,97.56,13.66,47.55
2,35,98.37,15.34,50
2,35,91.05,15.87,49.04
2,35,91.04,14.65,49.13
2,35,89.73,14.6,50.33
2,35,94.28,13.22,45.79
2,35,98.32,14.05,48.85
2,35,99.35,14.06,47.79
2,35,91.61,15,48.34
2,35,86.28,12.87,49.54
2,35,96.51,16.18,50.9
2,35,93.46,12.36,48.65
2,35,96.77,14.29,48.7
2,35,99.1,15.45,48.02
2,35,96.06,16.4,47
2,35,96.51,12.14,45.24
2,35,92.44,15.25,48.31
2,35,95.01,14.71,46.81
2,35,88.53,11.65,49.02
2,35,91.23,15.22,50.29
2,35,90.58,14.4,49.44
2,35,95.17,14.47,47.4
2,35,89.95,16.34,49.18
2,35,94.47,14.32,45.15
2,35,98.84,15.12,46.3
2,35,95.64,13.36,49.33
2,35,94.45,15.46,48.33
2,35,91.14,12.34,49.21
2,35,101.02,17.53,51.94
2,35,88.07,16.2,48.31
2,35,93.61,14.53,47.52
2,35,89.45,13.35,46.36
2,35,87.51,12.34,48.56
2,35,94.67,13.26,48.6
2,35,96.91,16.16,48.73
2,35,100.55,13.06,48.19
2,35,94.77,15.46,49.44
2,35,93.37,15.78,47.92
2,35,94.82,14.23,48.84
2,35,94.64,13.54,46.9
2,35,96.21,16.5,49.22
2,35,92.61,12.55,47.78
2,35,89.29,13.11,47.83
2,35,89.43,13.12,46.63
2,35,89.82,14.8,48.72
2,35,95.56,14.96,48.3
2,35,96.07,14.04,48.33
2,35,90,15.86,48.56
2,35,92.94,12.31,48.36
2,35,91.69,12.54,49.64
2,35,90.82,15.77,48.27
2,35,97.45,14.67,48.3
2,35,90.2,17.17,45.47
2,35,96.71,13.57,47.29
2,35,92.37,13.4,48.6
2,35,96.91,16.49,46.95
2,35,96.6,13.65,50.3
2,35,89.77,13.19,50.19
2,35,94.36,16.05,48.45
2,35,88.32,11.9,50.7
2,35,91.95,14.77,51.24
2,35,95.81,12.06,48.99
2,35,89.26,14.27,47.15
2,35,93.83,15.09,47.54
2,35,99.96,17.22,49.81
2,35,87.59,12.25,50.66
2,35,98.64,15.82,48.5
2,35,89.24,13.87,51.6
2,35,94.66,12.84,48.33
2,35,94.79,11.06,45.25
2,35,90.43,15.24,48.44
2,35,90,12.49,51.15
2,35,91.87,13.95,46.32
2,35,96.39,14.89,50.47
2,35,98.85,14.33,48.31
2,35,90.45,11.78,48.7
2,35,87.98,15.79,48.41
2,35,95.64,13.6,50.41
2,35,98.63,10.45,45.6
2,35,93.79,11.23,48.73
2,35,96.82,15.54,49.42
2,35,98.42,10.35,48.25
2,35,98.28,14.36,50.75
2,35,94.26,12.74,51.26
2,35,92.17,12,49.72
2,35,91.13,12.89,47.87
2,35,94.4,12.94,49.69
2,35,97.27,12.07,48.47
2,35,98.68,13.59,49.6
2,35,101.15,14.91,49.21
2,35,95.92,14.9,52.47
2,35,96.35,12.08,49.45
2,35,92.35,14.42,49.19
2,35,86.54,10.05,49.13
2,35,103.35,12.66,47.34
2,35,96.79,11.51,47.37
2,35,93.67,14.19,48.65
2,35,88.4,13.38,49.9
2,35,104.01,13.76,50.19
2,35,89.22,12.32,47.92
2,35,101.37,14.53,49.01
2,35,95.42,12.68,48.1
2,35,91.36,13.53,48.96
2,35,93.05,12.46,47.08
2,35,92.36,14.53,48.12
2,35,87.33,13.52,49.26
2,35,98.14,13.13,49.45
2,35,97.24,14.92,51.07
2,35,92.8,9.72,48.36
2,35,94.48,16.44,47.5
2,35,94.49,13.26,50.87
2,35,95.03,14.1,49.48
2,35,89.07,15.22,49.52
2,35,90.7,12.03,47.15
2,35,93.77,13.35,49.68
2,35,85.18,11.97,48.55
2,35,96.81,15.83,48.34
2,35,98.91,16.5,48
2,35,93.73,13.91,48.08
2,35,102.76,13.21,48.95
2,35,87.43,11.97,46.63
2,35,92.64,15.42,49.19
2,35,91.84,12.48,49.84
2,35,95.53,12.48,49.07
2,35,93.81,13.59,51.36
2,35,90.66,14.6,50.67
2,35,98.63,14.13,48.93
2,35,91.54,9.87,49.84
2,35,91.17,13.25,48.65
2,35,91.77,10.98,49.61
2,35,91.47,14.78,47.96
2,35,93.43,13.92,47.54
2,35,91.28,12.29,48.68
2,35,94.13,18.55,47.37
2,35,100.69,10.83,47.56
2,35,92.28,14.58,49.19
2,35,99.33,14.58,49.47
2,35,96.65,12.5,46.23
2,35,95.84,14.29,49.04
2,35,87.22,13.56,49.92
2,35,91.87,14.61,48.99
2,35,89.51,10.9,47.77
2,35,97.55,16.59,48.1
2,35,96.57,13.95,46.34
2,35,97.81,15.23,50.03
2,35,87.65,12.59,48.76
2,35,95.94,14.6,47.22
2,35,94.14,11.74,48.05
2,35,95.85,13.73,46.94
2,35,95.08,15.46,45.17
2,35,91.89,14.64,47.28
2,35,90.89,13.31,46.38
2,35,91.39,12.27,48.7
2,35,93.96,14.91,48.55
2,35,94.1,13.14,48.18
2,35,92.26,15.76,49.49
2,35,100.18,13.66,49.72
2,35,95,12.12,46.86
2,35,89.58,12.17,50.13
2,35,101.54,10.31,49.47
2,35,89.43,12.77,48.74
2,35,90.85,14.52,48.57
2,35,95.61,11.45,48.32
2,35,95.86,14.59,48.5
2,35,95.93,17.34,49.92
2,35,94.47,15.54,48.28
2,35,98.88,13.72,48.89
2,35,88.79,13.81,49.01
2,35,96.63,12.3,47.72
2,35,94.52,17.94,48.81
2,35,96.08,12.09,49.6
2,35,94.85,14.98,49.4
2,35,92.63,15.75,49.67
2,35,95.96,12.13,47.77
2,35,92.43,11.14,48.24
2,35,98.45,11.51,49.86
2,35,95.71,12.08,48.76
2,35,90.62,14.54,47.82
2,35,86.02,14.33,47.2
2,35,90.31,14.6,48.18
2,35,94.23,13.98,49.09
2,35,92.4,11.75,49.47
2,35,94.45,10.93,46.94
2,35,98.26,13.12,48.3
2,35,95.2,15.59,48.86
2,35,92.16,12.84,46.78
2,35,97.22,15.23,51.45
2,35,94.17,16.06,48.56
2,35,99.25,13.99,47.17
2,35,101.27,12.54,50.23
2,35,103.56,13.39,47.82
2,35,93.61,10.49,49.65
2,35,95.52,12.07,48.21
2,35,86.65,14.47,50.33
2,35,97.32,14.06,48.17
2,35,98.46,13.11,47.47
2,35,96.57,14.34,50.36
2,35,94.63,14.62,50.29
2,35,95.64,16.24,46.69
2,35,92.7,15.12,51.14
2,35,88.18,12.12,51.3
2,35,90.95,13.29,48.24
2,35,93.13,12.66,51.38
2,35,97.38,15.41,50.09
2,35,95.51,10.85,47.73
2,35,88.3,14.98,47.74
2,35,95.83,16.21,47.44
2,35,99.91,14.06,48.27
2,35,101.05,13.78,49.25
2,35,99.64,12.39,48.84
2,35,96.97,10.86,48.56
2,35,93.49,13.13,45.75
2,35,96.83,14.44,45.54
2,35,90.71,11.91,47.5
2,35,95.61,15.36,48.4
2,35,87.63,14.06,48.67
2,35,88.93,15.73,48.11
2,35,95.92,13.22,50.3
2,35,97.61,12.49,44.41
2,35,97.94,15.28,48.36
2,35,99.5,13.72,51.52
2,35,97.89,15.49,48.62
2,35,100.01,13.01,48.83
2,35,98.35,13.24,47.95
2,35,102.19,14.98,50.24
2,35,86.72,16.72,48.02
2,35,87.91,17.16,45.58
2,35,92.59,12.16,48.78
2,35,90.73,14.94,47.38
2,35,95.61,14.19,48.62
2,35,95.09,11.44,45.58
2,35,96.3,12.52,48.4
2,35,100.83,11.57,48.74
2,35,98.5,17.17,48.35
2,35,92.64,9.89,49.99
2,35,95.79,14.19,47.61
2,35,95.7,10.71,47.76
2,35,85.38,14.99,46.06
2,35,92.44,11.7,49.98
2,35,89.23,10.41,49.27
2,35,95.37,14.41,48.3
2,35,95.81,8.7,46.97
2,35,92.84,12.7,51.19
2,35,92.76,12.95,50.9
2,35,91.16,10.53,47.73
2,35,91.95,12.77,50.4
2,35,96.84,15.23,47.37
2,35,88.15,13.14,45.7
2,35,97.83,14.57,50.57
2,35,97.3,12.98,49.33
2,35,101.06,14.52,47.69
2,35,94.69,14.57,48.2
2,35,97.21,13.35,46.99
2,35,98.11,16.55,47.73
2,35,95.56,15.92,48.67
2,35,93.19,14.96,48.62
2,35,97.29,15.84,49.39
2,35,91.06,11.15,45.87
2,35,97.56,14.27,50.03
2,35,89.34,11.66,47.08
2,35,93.16,13.16,48.89
2,35,97.77,13.01,47.09
2,35,98.07,16,49.01
2,35,91.32,14.42,50.14
2,35,92.11,13.21,49.17
2,35,97.27,10.98,46.35
2,35,85.88,13.85,48.17
2,35,88.26,15.06,49.36
2,35,94.79,14.13,47.48
2,35,91.74,15.36,49.16
2,35,88.54,13.52,45.32
2,35,94.89,14.77,45.89
2,35,100.92,14.39,47.17
2,35,91.49,15.92,47.89
2,35,93.1,13.29,48.44
2,35,94.44,12.76,45.22
2,35,88.92,13.99,50.26
2,35,94.68,15.9,48.41
2,35,90.54,16.27,47.6
2,35,95.97,12.73,48.39
2,35,94.06,12.27,48.21
2,35,91.14,14.48,49.17
2,35,94.56,14.38,47.91
2,35,93.72,13.57,50.69
2,35,98.71,13.93,48.47
2,35,91.9,9.81,49.18
2,35,93.07,13.3,52.51
2,35,95.97,12.09,49.57
2,35,89.5,15.89,50.35
2,35,90.63,13.82,44.33
2,35,94.34,14.21,49.73
2,35,95.08,14.06,49.3
2,35,97.95,16.54,51.84
2,35,95.46,12.82,47.46
2,35,95.97,13.48,49.51
2,35,98.96,11.54,45.97
2,35,88.02,14.99,47.57
2,35,97.79,14.4,48.13
2,35,92.78,11.89,49.3
2,35,92.71,15.02,49.22
2,35,92.51,12.23,49.01
2,35,99.12,13.26,49.47
2,35,99.1,11.73,47.34
2,35,98.79,12.21,50.08
2,35,90.12,12.63,50.16
2,35,98.36,13.71,51.51
2,35,92.53,11.94,47.61
2,35,93.11,13.7,48.93
2,35,99.33,13.64,50.36
2,35,89.56,11.36,51.32
2,35,93.61,14.77,47.65
2,35,99.38,13.43,47.68
2,35,93.48,12.58,49.15
2,35,91.17,14.45,46.42
2,35,101.18,14.55,46.84
2,35,98.22,10.78,47.62
2,35,89,11.44,50.98
2,35,94.63,10.99,46.63
2,35,93.6,11.07,48.49
2,35,93.18,14.35,49.02
2,35,94.65,15.6,48.07
2,35,89.96,13.47,49.22
2,35,91.43,15.08,47.28
2,35,100.36,10.72,47.88
2,35,91.3,13.17,48.25
2,35,94.17,14.77,48.39
2,35,97.84,15.82,48.39
2,35,90.49,13.3,50.21
2,35,93.97,14.57,48.34
2,35,94.15,10.5,47.17
2,35,94.8,11.09,48.8
2,35,94.41,12.89,48.37
2,35,100.99,13.42,52.13
2,35,95.33,15.73,50.03
2,35,92.57,13.79,45.97
2,35,95.03,12.53,46.71
2,35,96.01,14.23,45.8
2,35,97.93,15.02,47.93
2,35,89.4,13.67,47.23
2,35,91.92,14,42.84
2,35,94.95,12.77,48.21
2,35,99.33,12.7,46.92
2,35,93.44,12.64,48.47
2,35,96.55,14.26,49.67
2,35,90.78,14.6,48.56
2,35,90.2,15.37,47.06
2,35,98.85,12.92,48.11
2,35,92.27,15.59,47.16
2,35,90.38,13.76,45.99
2,35,92.14,14.4,49.28
2,35,96.06,13.1,47.57
2,35,98.77,15.05,46.18
2,35,93.84,15.43,45.31
2,35,84.52,11.07,46.95
2,35,90.54,17.75,48.42
2,35,90.5,16.55,46.27
2,35,94.19,11.56,47.88
2,35,93.56,10.28,48.24
2,35,96.76,17.01,48.07
2,35,97.9,11.87,48.09
2,35,99.37,10.02,49.03
2,35,95.51,13.83,47.97
2,35,95.54,13.15,46.84
2,35,93.31,14.41,46.71
2,35,96.71,13.99,48.93
2,35,93.68,12.01,48.85
2,35,86.22,14.57,48.02
2,35,90.57,13,47.41
2,35,94.95,17,47.42
2,35,88.61,14.69,49.87
2,35,88.13,12.85,52.14
2,35,94.44,14.67,50.43
2,35,95.58,12.88,46.76
2,35,104.44,12.9,47.86
2,35,91.95,15.71,49.87
2,35,101.21,16.97,47.79
2,35,96.67,13.32,45.55
2,35,102.04,15.29,47.33
2,35,96.58,17.69,46.54
2,35,93.38,12.81,50.23
2,35,94.39,13.41,48.44
2,35,97.21,14.03,47.78
2,35,94.35,12.83,50.55
2,35.5,89.64,12.2,48.59
2,35.5,97.48,14.14,49.69
2,35.5,96.29,14.76,45.99
2,35.5,91.57,11.49,48.35
2,35.5,90.89,14.96,49.76
2,35.5,91.22,14.19,49.43
2,35.5,92.89,17.34,48.84
2,35.5,94.43,15.08,49.43
2,35.5,97.37,13.55,48.53
2,35.5,92.41,10.84,51.08
2,35.5,99.77,12.32,49.59
2,35.5,95.73,10.24,49.83
2,35.5,84,15.76,50.05
2,35.5,95.36,12.62,51.22
2,35.5,98.04,15.33,48.98
2,35.5,100.73,12.52,47.06
2,35.5,91.34,10.99,47.53
2,35.5,89.59,12.79,49.85
2,35.5,93.48,12.94,47
2,35.5,91.24,15.29,46.64
2,35.5,93.77,14.38,45.03
2,35.5,92.98,12.74,49.78
2,35.5,95.37,12.61,49.02
2,35.5,93.31,13.42,50.82
2,35.5,98.97,13.12,50.79
2,35.5,96.99,18.41,51.02
2,35.5,96.61,17.05,49.05
2,35.5,93.38,10.98,47.7
2,35.5,96.62,14.59,49.8
2,35.5,95.56,13.33,48.83
2,35.5,95.5,14.64,47.87
2,35.5,96.06,14.28,46.81
2,35.5,93.34,13.95,47.66
2,35.5,92.8,12.16,49.04
2,35.5,93.99,11.26,49.04
2,35.5,94.81,14.57,49.8
2,35.5,96.96,12.53,48.5
2,35.5,94.07,13.08,46.18
2,35.5,97.23,14.24,51.04
2,35.5,96.15,14.75,50.27
2,35.5,93.07,12.78,47.98
2,35.5,90.73,15.87,47.46
2,35.5,91.46,13.08,47.57
2,35.5,89.25,13.19,49.4
2,35.5,90.26,14.11,51.64
2,35.5,96.76,13.63,48.76
2,35.5,91.84,15.18,49.11
2,35.5,93.92,14.27,48.72
2,35.5,88.67,12.54,45.96
2,35.5,92.67,13.91,50.16
2,35.5,93.24,13.94,47.39
2,35.5,88.57,14.24,47.75
2,35.5,87.1,11.85,49.53
2,35.5,86.61,14.8,48.42
2,35.5,98.03,13.36,50.83
2,35.5,85.52,11.95,49.92
2,35.5,90.41,13.14,49
2,35.5,90.02,13.27,48.21
2,35.5,87.6,13.29,44.84
2,35.5,92.27,14.22,47.41
2,35.5,102.79,14.4,47.53
2,35.5,93.31,15.59,47.15
2,35.5,91.83,13.12,48.59
2,35.5,95.17,13.15,49.91
2,35.5,92.8,12.08,49.98
2,35.5,91.64,12.19,47.17
2,35.5,95.06,13.73,48.27
2,35.5,91.77,11.61,48.85
2,35.5,90.92,13.02,46.16
2,35.5,92.5,14.68,48.46
2,35.5,92,11.05,50.59
2,35.5,91.7,14.93,47.34
2,35.5,99.32,13.09,51.67
2,35.5,96.56,12.8,47.23
2,35.5,100.62,14.4,46.94
2,35.5,97.82,13.39,47.18
2,35.5,86.73,18.18,48.09
2,35.5,95.94,14.98,47.44
2,35.5,92.24,14.84,47.94
2,35.5,89.36,13.98,48.88
2,35.5,91.54,15.82,51.16
2,35.5,97.92,10.2,52.07
2,35.5,87.02,13.71,49.14
2,35.5,90.74,13.04,47.46
2,35.5,99.74,11.4,47.52
2,35.5,92.26,13.01,49.59
2,35.5,93.7,15.41,50.67
2,35.5,88.25,12.57,51.57
2,35.5,92.75,15.43,47.82
2,35.5,95.37,12.78,46.7
2,35.5,100.94,14.53,48.41
2,35.5,85.39,14.78,50.01
2,35.5,93.45,9.87,48.44
2,35.5,95.9,13.71,47.96
2,35.5,92.28,13.57,49.12
2,35.5,97.1,12.37,47.08
2,35.5,98.39,13.89,49.64
2,35.5,91.48,13.34,47.36
2,35.5,101.92,12.47,49.4
2,35.5,91.34,15.82,47.47
2,35.5,98.43,13.34,46.48
2,35.5,95.48,16.45,49.83
2,35.5,97.33,16.61,48.94
2,35.5,93.81,9.3,50.68
2,35.5,92.86,11.58,47.06
2,35.5,94.6,14.27,49.3
2,35.5,92.86,15.04,48.25
2,35.5,98.26,14.35,46.62
2,35.5,93.84,15.73,47.38
2,35.5,95.8,14.68,47.45
2,35.5,92.96,14.91,48.94
2,35.5,87.75,13.03,46.2
2,35.5,95.07,18.11,47.33
2,35.5,98.2,12.48,48.22
2,35.5,94.5,10.82,49.96
2,35.5,91.8,15.6,46.34
2,35.5,93.74,13.35,50.1
2,35.5,96.94,12.43,48.18
2,35.5,98.08,15.88,45.63
2,35.5,88.37,14.25,51.26
2,35.5,98.85,9.98,48.92
2,35.5,93.98,17.07,50.02
2,35.5,93.33,14.47,48.48
2,35.5,92.71,9.7,49.48
2,35.5,91.58,15.42,49.43
2,35.5,96.92,13.32,50.67
2,35.5,97.18,13.47,48.43
2,35.5,91.13,13.64,49.18
2,35.5,95.36,16.21,50.45
2,35.5,93.82,16.41,50.31
2,35.5,99.44,13.84,48.03
2,35.5,83.57,12.33,48.18
2,35.5,94.46,14.45,49.74
2,35.5,92.83,14.81,47.78
2,35.5,98.67,12.25,45.61
2,35.5,94.48,12.18,48.98
2,35.5,90.23,14.14,48.79
2,35.5,92.76,16.24,49.14
2,35.5,92.24,15.13,47.48
2,35.5,92.44,12.77,48.29
2,35.5,89.86,15.19,47.88
2,35.5,90.83,12.79,51.59
2,35.5,85.62,13.23,49.62
2,35.5,99.31,13.98,50.72
2,35.5,89.39,11.59,49.11
2,35.5,81.35,6.34,49.84
2,35.5,96.74,14.96,49.34
2,35.5,95.46,12.07,48.65
2,35.5,89.66,12.38,48.68
2,35.5,91.79,13.19,48.24
2,35.5,95.33,15.8,50.27
2,35.5,86.41,14,50.99
